ambiguity_type,resolution,resolution_note,player_id,db_name,db_matches,db_intl_matches,db_club_matches,db_last_match,db_team_type,db_teams,db_reg_name_count,sheet_player_id,sheet_batting_name,sheet_country,sheet_major_teams,sheet_dob,sheet_intl_innings,sheet_club_t20_innings,sheet_playercard_url
B_sheet_name_country_collision,,,2cc557f8,Imran Khan,3,3,0,2017-02-23 00:00:00,international,Fiji,,40560,Imran Khan,Pakistan,Pakistan|Dawood Club|Lahore|New South Wales|Oxford University|Pakistan International Airlines|Sussex|Worcestershire,1952-10-05T00:00Z,328,0,https://www.espncricinfo.com/ci/content/player/40560.html
A_db_name_collision,,,be85b12d,RA Lewis,9,9,0,2017-02-15 00:00:00,international,Ireland,2.0,670037,RA Lewis,West Indies,Chicago Windchasers|Grand Cayman Falcons|Jamaica Tallawahs|Jamaica Under-19s|West Indies Under-19s,1996-08-18T00:00Z,0,15,https://www.espncricinfo.com/ci/content/player/670037.html
D_female_db_vs_male_sheet,,,40c9df68,SK Yadav,2,2,0,2017-02-13 00:00:00,international,India,1.0,1246487,SK Yadav,India,Bengal,1991-06-20T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/1246487.html
A_db_name_collision,,,4c7df2c8,Mohammad Shahzad,26,26,0,2017-01-18 00:00:00,international,United Arab Emirates,2.0,419873,Mohammad Shahzad,Afghanistan,Afghanistan|Band-e-Amir Dragons|Bangla Tigers|Boost Defenders|Chattogram Challengers|Habib Bank Limited|Kabul Eagles|Dhaka Dominators|Paktia Panthers|Peshawar Zalmi|Rangpur Riders|Rangpur Riders|Dhanmondi Sports Club|Speen Ghar Tigers,1987-01-10T00:00Z,157,187,https://www.espncricinfo.com/ci/content/player/419873.html
A_db_name_collision,,,4c7df2c8,Mohammad Shahzad,26,26,0,2017-01-18 00:00:00,international,United Arab Emirates,2.0,738445,Mohammad Shahzad,United Arab Emirates,United Arab Emirates,1979-08-15T00:00Z,51,44,https://www.espncricinfo.com/ci/content/player/738445.html
C_exact_unique_evidence_failed,,,849c9375,Hasanuzzaman,9,0,9,2016-12-07 00:00:00,/club,Khulna Titans,1.0,760479,Hasanuzzaman,Bangladesh,University of Liberal Arts|Victoria Sporting Club,1991-06-01T00:00Z,0,21,https://www.espncricinfo.com/ci/content/player/760479.html
C_exact_unique_evidence_failed,,,52c0576c,MK McGillivray,5,0,5,2016-12-07 00:00:00,/club,Lions,1.0,486490,MK McGillivray,South Africa,Gauteng,1990-08-28T00:00Z,0,30,https://www.espncricinfo.com/ci/content/player/486490.html
C_exact_unique_evidence_failed,,,d0db2e43,M Gqadushe,5,0,5,2016-12-04 00:00:00,/club,Dolphins,1.0,262159,M Gqadushe,South Africa,KwaZulu-Natal Inland,1986-03-24T00:00Z,0,76,https://www.espncricinfo.com/ci/content/player/262159.html
C_exact_unique_evidence_failed,,,ed982dfa,TM Bodibe,25,0,25,2016-12-02 00:00:00,/club,Titans|Knights,1.0,44408,TM Bodibe,South Africa,Easterns|Northern Cape|Lions|South Africa Academy,1987-11-22T00:00Z,0,44,https://www.espncricinfo.com/ci/content/player/44408.html
C_exact_unique_evidence_failed,,,22b70cb8,LLL Sesele,5,0,5,2016-11-30 00:00:00,/club,Knights,1.0,281226,LLL Sesele,South Africa,Free State|Western Province,1988-03-23T00:00Z,0,24,https://www.espncricinfo.com/ci/content/player/281226.html
C_exact_unique_evidence_failed,,,561aff5c,Taibur Rahman,6,0,6,2016-11-29 00:00:00,/club,Khulna Titans,1.0,386100,Taibur Rahman,Bangladesh,Dhaka Division|Khulna Division|Prime Bank Cricket Club,1991-08-10T00:00Z,0,43,https://www.espncricinfo.com/ci/content/player/386100.html
C_exact_unique_evidence_failed,,,e9a44f08,B Cachopa,37,0,37,2016-11-22 00:00:00,/club,Auckland Aces|Canterbury,1.0,277905,B Cachopa,New Zealand,Auckland|Auckland Under-19s|New Zealand Under-19s,1988-08-08T00:00Z,0,45,https://www.espncricinfo.com/ci/content/player/277905.html
C_exact_unique_evidence_failed,,,2d614d14,Jashimuddin,1,0,1,2016-11-14 00:00:00,/club,Comilla Victorians,1.0,348082,Jashimuddin,Bangladesh,Bangladesh Under-15s|Bangladesh Under-19s|Brothers Union|Chittagong|Sylhet Royals,1995-12-26T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/348082.html
A_db_name_collision,,,9029d54a,Zeeshan Siddiqui,22,22,0,2016-11-05 00:00:00,international,Oman,2.0,318615,Zeeshan Siddiqui,Oman,Oman,1979-07-22T00:00Z,5,25,https://www.espncricinfo.com/ci/content/player/318615.html
C_exact_unique_evidence_failed,,,13161e28,DS Hutchinson,11,0,11,2016-11-05 00:00:00,/club,Wellington Firebirds|Auckland Aces,1.0,588488,DS Hutchinson,New Zealand,Queensland Under-17s|Wellington,1986-10-08T00:00Z,0,64,https://www.espncricinfo.com/ci/content/player/588488.html
C_exact_unique_evidence_failed,,,81c9dbbc,J Smith,1,1,0,2016-11-05 00:00:00,international,Bermuda,1.0,1070707,J Smith,South Africa,Eastern Province Under-13s|South Africa Under-19s,2003-02-03T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/1070707.html
C_exact_unique_evidence_failed,,,180bb105,MMBRSTC Wanigaratne,5,5,0,2016-11-04 00:00:00,international,Italy,1.0,267861,MMBRSTC Wanigaratne,Sri Lanka,Saracens Sports Club,1986-03-22T00:00Z,0,7,https://www.espncricinfo.com/ci/content/player/267861.html
C_exact_unique_evidence_failed,,,37fa7ef6,RM Duffy,18,0,18,2016-10-29 00:00:00,/club,Otago Volts,1.0,547767,RM Duffy,New Zealand,Otago|Otago A|Otago Under-17s|Otago Under-19s,1991-03-25T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/547767.html
C_exact_unique_evidence_failed,,,c0babb93,DE Johnson,11,0,11,2016-08-04 00:00:00,/club,St Lucia Zouks|Trinidad & Tobago Red Steel,1.0,315912,DE Johnson,West Indies,St Lucia Kings|Trinbago Knight Riders|West Indies A|West Indies Under-19s|Windward Islands|Windward Islands Under-19s,1988-09-15T00:00Z,0,42,https://www.espncricinfo.com/ci/content/player/315912.html
C_exact_unique_evidence_failed,,,0077eaa3,GD Pope,3,0,3,2016-08-04 00:00:00,/club,St Lucia Zouks,1.0,890323,GD Pope,West Indies,Jamaica Tallawahs|St Lucia Kings|Windward Islands Under-19s,1996-11-24T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/890323.html
A_db_name_collision,,,fe9bab59,J Goodwin,1,0,1,2016-07-29 00:00:00,/club,Hampshire,2.0,875603,J Goodwin,England,Hampshire 2nd XI|Hampshire Cricket Academy|Hampshire Under-17s|Wiltshire,1998-01-19T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/875603.html
C_exact_unique_evidence_failed,,,8c7d6cbe,MW Machan,103,25,78,2016-07-28 00:00:00,international/club,Sussex|Scotland,1.0,297488,MW Machan,England,Scotland|Sussex|Sussex 2nd XI,1991-02-15T00:00Z,58,87,https://www.espncricinfo.com/ci/content/player/297488.html
C_exact_unique_evidence_failed,,,fb496f7a,K Lesporis,12,0,12,2016-07-26 00:00:00,/club,St Lucia Zouks,1.0,333071,K Lesporis,West Indies,Sagicor High Performance Centre|St Lucia|St Lucia Kings|Windward Islands,1988-12-27T00:00Z,0,32,https://www.espncricinfo.com/ci/content/player/333071.html
C_exact_unique_evidence_failed,,,65d39793,MA Ashraf,7,0,7,2016-07-22 00:00:00,/club,Northamptonshire,1.0,407889,MA Ashraf,England,Yorkshire|Yorkshire 2nd XI|Yorkshire Academy|Yorkshire Under-17s,1992-01-05T00:00Z,0,46,https://www.espncricinfo.com/ci/content/player/407889.html
C_exact_unique_evidence_failed,,,92b925f7,K Ramsaran,2,0,2,2016-07-03 00:00:00,/club,St Lucia Zouks,1.0,596114,K Ramsaran,West Indies,Combined Campuses and Colleges|Houston Riders|St Lucia Kings,1992-02-01T00:00Z,0,10,https://www.espncricinfo.com/ci/content/player/596114.html
A_db_name_collision,,,c3d1402f,RP Singh,169,78,91,2016-05-10 00:00:00,international/club,Deccan Chargers|Kochi Tuskers Kerala|India|Mumbai Indians|Royal Challengers Bangalore,2.0,34057,RP Singh,India,India|Air India|Uttar Pradesh,1965-01-06T00:00Z,4,0,https://www.espncricinfo.com/ci/content/player/34057.html
A_db_name_collision,,,c3d1402f,RP Singh,169,78,91,2016-05-10 00:00:00,international/club,Deccan Chargers|Kochi Tuskers Kerala|India|Mumbai Indians|Royal Challengers Bangalore,2.0,35280,RP Singh,India,India|Deccan Chargers|India A|India Under-19s|Kochi Tuskers Kerala|Leicestershire|Mumbai Indians|New Jersey Triton's|Rajasthan Cricket Association President's XI|Rising Pune Supergiant|Royal Challengers Bengaluru|Uttar Pradesh,1985-12-06T00:00Z,132,262,https://www.espncricinfo.com/ci/content/player/35280.html
B_sheet_name_country_collision,,,c3d1402f,RP Singh,169,78,91,2016-05-10 00:00:00,international/club,Deccan Chargers|Kochi Tuskers Kerala|India|Mumbai Indians|Royal Challengers Bangalore,,35280,RP Singh,India,India|Deccan Chargers|India A|India Under-19s|Kochi Tuskers Kerala|Leicestershire|Mumbai Indians|New Jersey Triton's|Rajasthan Cricket Association President's XI|Rising Pune Supergiant|Royal Challengers Bengaluru|Uttar Pradesh,1985-12-06T00:00Z,132,262,https://www.espncricinfo.com/ci/content/player/35280.html
B_sheet_name_country_collision,,,c3d1402f,RP Singh,169,78,91,2016-05-10 00:00:00,international/club,Deccan Chargers|Kochi Tuskers Kerala|India|Mumbai Indians|Royal Challengers Bangalore,,34057,RP Singh,India,India|Air India|Uttar Pradesh,1965-01-06T00:00Z,4,0,https://www.espncricinfo.com/ci/content/player/34057.html
C_exact_unique_evidence_failed,,,4aeeaa41,PS Eaglestone,1,0,1,2016-05-02 00:00:00,/club,Northern Knights,1.0,12794,PS Eaglestone,Ireland,Ireland|Ireland A|Leeds Bradford Marylebone Cricket Club University|Surrey 2nd XI,1982-06-17T00:00Z,4,2,https://www.espncricinfo.com/ci/content/player/12794.html
C_exact_unique_evidence_failed,,,c021553e,FP McAllister,1,0,1,2016-05-02 00:00:00,/club,Leinster Lightning,1.0,232727,FP McAllister,Ireland,Ireland|Ireland Under-19s,1987-02-09T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/232727.html
C_exact_unique_evidence_failed,,,9a0146b3,P Sahu,5,0,5,2016-04-25 00:00:00,/club,Kings XI Punjab,1.0,34155,P Sahu,India,Haryana|Punjab Kings|Rajasthan Royals,1985-08-21T00:00Z,0,22,https://www.espncricinfo.com/ci/content/player/34155.html
A_db_name_collision,,,1b3acd33,MD Bates,39,5,34,2016-03-30 00:00:00,international/club,Auckland Aces|Auckland|New Zealand,2.0,36590,MD Bates,New Zealand,New Zealand|Auckland,1983-10-11T00:00Z,10,155,https://www.espncricinfo.com/ci/content/player/36590.html
A_db_name_collision,,,1b3acd33,MD Bates,39,5,34,2016-03-30 00:00:00,international/club,Auckland Aces|Auckland|New Zealand,2.0,351424,MD Bates,England,England Under-19s|Hampshire|Hampshire 2nd XI|Somerset|Somerset 2nd XI|Wiltshire,1990-10-10T00:00Z,0,37,https://www.espncricinfo.com/ci/content/player/351424.html
C_exact_unique_evidence_failed,,,61c03e7d,CM Smith,13,0,13,2016-03-23 00:00:00,/club,Otago Volts,1.0,38605,CM Smith,New Zealand,New Zealand Under-19s|Otago,1985-01-09T00:00Z,0,7,https://www.espncricinfo.com/ci/content/player/38605.html
C_exact_unique_evidence_failed,,,0ec02f03,DS Robinson,9,0,9,2016-03-15 00:00:00,/club,Central Stags,1.0,355270,DS Robinson,New Zealand,Central Districts|Central Districts A|New Zealand Under-19s,1989-11-12T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/355270.html
A_db_name_collision,,,927694f7,Farhan Ahmed,4,4,0,2016-02-21 00:00:00,international,United Arab Emirates,2.0,950311,Farhan Ahmed,United Arab Emirates,United Arab Emirates|Danube Lions,1988-10-31T00:00Z,6,6,https://www.espncricinfo.com/ci/content/player/950311.html
A_db_name_collision,,,927694f7,Farhan Ahmed,4,4,0,2016-02-21 00:00:00,international,United Arab Emirates,2.0,1318270,Farhan Ahmed,England,England Lions|England Under-19s|Manchester Super Giants (Men)|Nottinghamshire|Nottinghamshire 2nd XI,2008-02-22T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1318270.html
C_exact_unique_evidence_failed,,,4255615e,AD Day,4,0,4,2016-02-05 00:00:00,/club,Wellington Firebirds,1.0,814943,AD Day,New Zealand,Wellington,1990-04-01T00:00Z,0,11,https://www.espncricinfo.com/ci/content/player/814943.html
C_exact_unique_evidence_failed,,,cee89f44,Mohammad Usman,4,4,0,2016-02-04 00:00:00,international,United Arab Emirates,1.0,1050181,Mohammad Usman,Pakistan,Federal Areas,1998-01-02T00:00Z,0,6,https://www.espncricinfo.com/ci/content/player/1050181.html
C_exact_unique_evidence_failed,,,a75a78eb,MR Swart,38,38,0,2016-02-03 00:00:00,international,Netherlands,1.0,308794,MR Swart,Australia,Netherlands|Lombard XI|Western Australia|Western Australia Under-17s|Western Australia Under-19s,1982-10-01T00:00Z,69,85,https://www.espncricinfo.com/ci/content/player/308794.html
B_sheet_name_country_collision,,,4fbb35dd,RR Singh,6,0,6,2016-01-10 00:00:00,/club,Goa,,1159940,RR Singh,India,Manipur|North East Zone,2000-08-30T00:00Z,0,66,https://www.espncricinfo.com/ci/content/player/1159940.html
B_sheet_name_country_collision,,,4fbb35dd,RR Singh,6,0,6,2016-01-10 00:00:00,/club,Goa,,474710,RR Singh,India,Central Zone|Goa|India A|Rajasthan|Rajasthan Cricket Association XI,1990-10-19T00:00Z,0,50,https://www.espncricinfo.com/ci/content/player/474710.html
B_sheet_name_country_collision,,,4fbb35dd,RR Singh,6,0,6,2016-01-10 00:00:00,/club,Goa,,34059,RR Singh,India,India|South Trinidad|Tamil Nadu|Trinidad & Tobago,1963-09-14T00:00Z,249,2,https://www.espncricinfo.com/ci/content/player/34059.html
A_db_name_collision,,,94ed3e4b,Rohit Sharma,5,0,5,2016-01-10 00:00:00,/club,Jammu & Kashmir,2.0,924355,Rohit Sharma,India,Jammu & Kashmir|Jammu & Kashmir Under-19s|Jammu & Kashmir Under-22s,1994-09-05T00:00Z,0,10,https://www.espncricinfo.com/ci/content/player/924355.html
A_db_name_collision,,,94ed3e4b,Rohit Sharma,5,0,5,2016-01-10 00:00:00,/club,Jammu & Kashmir,2.0,1542004,Rohit Sharma,Indonesia,Indonesia,1986-05-02T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/1542004.html
A_db_name_collision,,,ea02d56d,Ajay Kumar,1,0,1,2016-01-10 00:00:00,/club,Andhra,2.0,1511696,Ajay Kumar,United Arab Emirates,Abu Dhabi Knight Riders|Deccan Gladiators,1997-04-01T00:00Z,6,26,https://www.espncricinfo.com/ci/content/player/1511696.html
A_db_name_collision,,,6f49cc6e,Shivam Sharma,8,0,8,2016-01-09 00:00:00,/club,Kings XI Punjab|Delhi,3.0,717201,Shivam Sharma,India,Delhi Under-19s|Punjab Kings,1993-09-09T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/717201.html
A_db_name_collision,,,6f49cc6e,Shivam Sharma,8,0,8,2016-01-09 00:00:00,/club,Kings XI Punjab|Delhi,3.0,1175490,Shivam Sharma,India,India B Under-19s|Uttar Pradesh,1995-11-14T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1175490.html
A_db_name_collision,,,6f49cc6e,Shivam Sharma,8,0,8,2016-01-09 00:00:00,/club,Kings XI Punjab|Delhi,3.0,1481834,Shivam Sharma,Canada,Canada,1998-03-27T00:00Z,34,22,https://www.espncricinfo.com/ci/content/player/1481834.html
B_sheet_name_country_collision,,,6f49cc6e,Shivam Sharma,8,0,8,2016-01-09 00:00:00,/club,Kings XI Punjab|Delhi,,1175490,Shivam Sharma,India,India B Under-19s|Uttar Pradesh,1995-11-14T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/1175490.html
B_sheet_name_country_collision,,,6f49cc6e,Shivam Sharma,8,0,8,2016-01-09 00:00:00,/club,Kings XI Punjab|Delhi,,717201,Shivam Sharma,India,Delhi Under-19s|Punjab Kings,1993-09-09T00:00Z,0,16,https://www.espncricinfo.com/ci/content/player/717201.html
C_exact_unique_evidence_failed,,,a09eb585,A Ayre,1,0,1,2016-01-09 00:00:00,/club,Melbourne Renegades,1.0,333639,A Ayre,Australia,Australian Capital Territory Under-17s|Australian Capital Territory Under-19s|Eastlake|Victoria|Victoria Under-23s,1992-08-06T00:00Z,0,1,https://www.espncricinfo.com/ci/content/player/333639.html
C_exact_unique_evidence_failed,,,ec6d3617,Syed Sagar,4,0,4,2016-01-07 00:00:00,/club,Jammu & Kashmir,1.0,625394,Syed Sagar,India,Jammu and Kashmir,1990-08-12T00:00Z,0,10,https://www.espncricinfo.com/ci/content/player/625394.html
C_exact_unique_evidence_failed,,,9fd83fec,Mohammed Taha,4,0,4,2016-01-07 00:00:00,/club,Karnataka,1.0,777529,Mohammed Taha,India,Hubli Tigers,1993-11-02T00:00Z,0,5,https://www.espncricinfo.com/ci/content/player/777529.html
C_exact_unique_evidence_failed,,,ce1926ef,V Cheluvaraj,2,0,2,2016-01-04 00:00:00,/club,Railways,1.0,27705,V Cheluvaraj,India,Karnataka Under-14s,1986-09-05T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/27705.html
A_db_name_collision,,,f555bcf4,Vishal Sharma,1,0,1,2016-01-04 00:00:00,/club,Hyderabad (India),2.0,317711,Vishal Sharma,India,Hyderabad (India),1987-11-14T00:00Z,0,2,https://www.espncricinfo.com/ci/content/player/317711.html
A_db_name_collision,,,f555bcf4,Vishal Sharma,1,0,1,2016-01-04 00:00:00,/club,Hyderabad (India),2.0,1479950,Vishal Sharma,Norway,Norway,1988-06-25T00:00Z,11,11,https://www.espncricinfo.com/ci/content/player/1479950.html
A_db_name_collision,,,2a72fd4f,Harmeet Singh,29,0,29,2016-01-03 00:00:00,/club,Kings XI Punjab|Deccan Chargers|Punjab,2.0,391128,Harmeet Singh,India,Deccan Chargers|Punjab Kings|Punjab,1987-10-09T00:00Z,0,62,https://www.espncricinfo.com/ci/content/player/391128.html
A_db_name_collision,,,2a72fd4f,Harmeet Singh,29,0,29,2016-01-03 00:00:00,/club,Kings XI Punjab|Deccan Chargers|Punjab,2.0,422847,Harmeet Singh,United States of America,United States of America|Air India Red|Atlanta Riders|Dr DY Patil Sports Academy|India B|India Under-19s|Mumbai|Rajasthan Royals|Rangpur Riders|Rest of India|Seattle Orcas|Seattle Orcas|Sharjah Warriorz|Surrey Jaguars|Tripura|West Zone,1992-09-07T00:00Z,99,132,https://www.espncricinfo.com/ci/content/player/422847.html
C_exact_unique_evidence_failed,,,ddc89deb,BE Scott,6,0,6,2015-12-17 00:00:00,/club,Otago Volts,1.0,38591,BE Scott,New Zealand,Otago,1979-09-16T00:00Z,0,117,https://www.espncricinfo.com/ci/content/player/38591.html
A_db_name_collision,,,26ccdb37,Abdullah Al Mamun,1,0,1,2015-12-13 00:00:00,/club,Rangpur Riders,2.0,56264,Abdullah Al Mamun,Bangladesh,Chittagong|Partex Sporting Club|Rajshahi Division,1985-02-17T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/56264.html
C_exact_unique_evidence_failed,,,4603914b,Asif Ahmed,10,0,10,2015-12-09 00:00:00,/club,Chittagong Vikings|Khulna Royal Bengals,1.0,400585,Asif Ahmed,Bangladesh,Bangladesh Cricket Board Academy|Bangladesh Under-19s|Bangladesh Under-23s|Barishal Division|Central Zone (Bangladesh)|Cricket Coaching School|Dhaka Metropolis,1992-12-17T00:00Z,0,36,https://www.espncricinfo.com/ci/content/player/400585.html
C_exact_unique_evidence_failed,,,5f419ace,WL Coetsee,32,0,32,2015-12-06 00:00:00,/club,Knights,1.0,44660,WL Coetsee,South Africa,Netherlands|Lions|North West|Northern Cape,1983-03-16T00:00Z,0,154,https://www.espncricinfo.com/ci/content/player/44660.html
C_exact_unique_evidence_failed,,,5297e04a,BM Dolley,1,0,1,2015-12-02 00:00:00,/club,Warriors,1.0,379871,BM Dolley,South Africa,Eastern Province|Eastern Province Under-19s|Nelson Mandela Metropolitan University,1992-07-07T00:00Z,0,48,https://www.espncricinfo.com/ci/content/player/379871.html
C_exact_unique_evidence_failed,,,b365a225,K Mohale,2,0,2,2015-11-11 00:00:00,/club,Knights,1.0,535378,K Mohale,South Africa,Northern Cape|Northern Cape Under-19s,1994-01-01T00:00Z,0,59,https://www.espncricinfo.com/ci/content/player/535378.html
C_exact_unique_evidence_failed,,,3da575b7,R Claassen,1,0,1,2015-11-08 00:00:00,/club,Titans,1.0,501884,R Claassen,South Africa,Northerns|South Africa Emerging Players|Waterkloof High School,1993-08-12T00:00Z,0,26,https://www.espncricinfo.com/ci/content/player/501884.html
C_exact_unique_evidence_failed,,,b826908f,RF Badenhorst,9,0,9,2015-10-24 00:00:00,/club,Central Stags|Otago Volts,1.0,541254,RF Badenhorst,New Zealand,Central Districts,1991-05-13T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/541254.html
C_exact_unique_evidence_failed,,,8e510697,DJ Redfern,22,0,22,2015-09-22 00:00:00,/club,Leicestershire,1.0,258511,DJ Redfern,England,Derbyshire|Derbyshire 2nd XI|England Under-19s,1990-04-18T00:00Z,0,28,https://www.espncricinfo.com/ci/content/player/258511.html
C_exact_unique_evidence_failed,,,18899e2b,MA Chambers,19,0,19,2015-09-22 00:00:00,/club,Northamptonshire,1.0,210281,MA Chambers,England,England Lions|Essex|Essex 2nd XI|Warwickshire,1987-09-14T00:00Z,0,38,https://www.espncricinfo.com/ci/content/player/210281.html
C_exact_unique_evidence_failed,,,4cf5a784,G Smith,3,3,0,2015-09-13 00:00:00,international,Fiji,1.0,1118831,G Smith,Cayman Islands,Cayman Islands,1986-07-03T00:00Z,5,5,https://www.espncricinfo.com/ci/content/player/1118831.html
A_db_name_collision,,,a005b384,Zeeshan Ali,1,1,0,2015-09-11 00:00:00,international,Norway,3.0,386302,Zeeshan Ali,Hong Kong,Hong Kong|Lahore Ravi|Pakistan Customs|State Bank of Pakistan,1989-06-16T00:00Z,68,74,https://www.espncricinfo.com/ci/content/player/386302.html
A_db_name_collision,,,a005b384,Zeeshan Ali,1,1,0,2015-09-11 00:00:00,international,Norway,3.0,1496498,Zeeshan Ali,Estonia,Estonia,1992-12-21T00:00Z,12,12,https://www.espncricinfo.com/ci/content/player/1496498.html
A_db_name_collision,,,94d905d5,Zeeshan Siddiqui,2,2,0,2015-09-08 00:00:00,international,Norway,2.0,318615,Zeeshan Siddiqui,Oman,Oman,1979-07-22T00:00Z,5,25,https://www.espncricinfo.com/ci/content/player/318615.html
A_db_name_collision,,,f53d6c10,MD Bates,26,0,26,2015-08-21 00:00:00,/club,Somerset|Hampshire,2.0,36590,MD Bates,New Zealand,New Zealand|Auckland,1983-10-11T00:00Z,10,155,https://www.espncricinfo.com/ci/content/player/36590.html
A_db_name_collision,,,f53d6c10,MD Bates,26,0,26,2015-08-21 00:00:00,/club,Somerset|Hampshire,2.0,351424,MD Bates,England,England Under-19s|Hampshire|Hampshire 2nd XI|Somerset|Somerset 2nd XI|Wiltshire,1990-10-10T00:00Z,0,37,https://www.espncricinfo.com/ci/content/player/351424.html
C_exact_unique_evidence_failed,,,2be27bdf,JS Gatting,25,0,25,2015-08-07 00:00:00,/club,Hampshire,1.0,396249,JS Gatting,England,Sussex|Sussex 2nd XI,1987-11-25T00:00Z,0,61,https://www.espncricinfo.com/ci/content/player/396249.html
C_exact_unique_evidence_failed,,,96bb4af9,KAM Corbin,1,0,1,2015-07-26 00:00:00,/club,Barbados Tridents,1.0,332187,KAM Corbin,West Indies,Barbados Royals|Combined Campuses and Colleges|Sagicor High Performance Centre|West Indies Under-19s,1990-05-15T00:00Z,0,9,https://www.espncricinfo.com/ci/content/player/332187.html
C_exact_unique_evidence_failed,,,de6c37a6,G Keedy,4,0,4,2015-07-19 00:00:00,/club,Nottinghamshire,1.0,15840,G Keedy,England,Lancashire|Marylebone Cricket Club|Yorkshire,1974-11-27T00:00Z,0,140,https://www.espncricinfo.com/ci/content/player/15840.html
C_exact_unique_evidence_failed,,,3210f24e,PI Burgoyne,2,0,2,2015-07-19 00:00:00,/club,Sussex,1.0,515557,PI Burgoyne,England,Derbyshire|Derbyshire 2nd XI|Derbyshire Under-14s|Derbyshire Under-15s|Derbyshire Under-17s|Derbyshire Under-19s|England Under-19s|Southern Rocks,1993-11-11T00:00Z,0,19,https://www.espncricinfo.com/ci/content/player/515557.html
C_exact_unique_evidence_failed,,,81c42e35,SD Peters,24,0,24,2015-07-18 00:00:00,/club,Northamptonshire,1.0,18513,SD Peters,England,Essex|Marylebone Cricket Club|Worcestershire,1978-12-10T00:00Z,0,23,https://www.espncricinfo.com/ci/content/player/18513.html
C_exact_unique_evidence_failed,,,a8333aa9,LAS Sebastien,11,0,11,2015-06-28 00:00:00,/club,St Lucia Zouks,1.0,53119,LAS Sebastien,West Indies,Dominica|Northern Windward Islands|St Lucia Kings|West Indies Under-19s|Windward Islands,1984-09-09T00:00Z,0,59,https://www.espncricinfo.com/ci/content/player/53119.html
B_sheet_name_country_collision,,,cdaf93fc,Adeel Malik,5,0,5,2015-06-07 00:00:00,/club,Essex,,39915,Adeel Malik,Pakistan,Karachi|Karachi Blues|Karachi Port Trust|Pakistan Under-19s|Ace Capital Cricket Club,1985-12-23T00:00Z,0,8,https://www.espncricinfo.com/ci/content/player/39915.html
B_sheet_name_country_collision,,,cdaf93fc,Adeel Malik,5,0,5,2015-06-07 00:00:00,/club,Essex,,39905,Adeel Malik,Pakistan,Deccan Gladiators|Essex|Essex 2nd XI|Pakistan International Airlines|Sialkot Stallions|Sialkot Stallions,1985-10-17T00:00Z,0,98,https://www.espncricinfo.com/ci/content/player/39905.html
C_exact_unique_evidence_failed,,,81137262,ND Pinner,6,0,6,2015-05-29 00:00:00,/club,Leicestershire,1.0,355091,ND Pinner,England,Worcestershire|Worcestershire 2nd XI,1990-09-28T00:00Z,0,4,https://www.espncricinfo.com/ci/content/player/355091.html
C_exact_unique_evidence_failed,,,7112662b,Carl Cachopa,22,0,22,2015-04-01 00:00:00,/club,Auckland Aces|Central Stags,1.0,36822,Carl Cachopa,New Zealand,Auckland|Central Districts|New Zealand A|New Zealand XI|South Australia Second XI|West Torrens,1986-05-17T00:00Z,0,29,https://www.espncricinfo.com/ci/content/player/36822.html
C_exact_unique_evidence_failed,,,7429c452,I Wardlaw,16,16,0,2015-03-14 00:00:00,international,Scotland,1.0,509107,I Wardlaw,England,Scotland|Yorkshire|Yorkshire 2nd XI,1985-06-29T00:00Z,50,30,https://www.espncricinfo.com/ci/content/player/509107.html
C_exact_unique_evidence_failed,,,9b69f3ec,DT Meiring,2,0,2,2015-03-08 00:00:00,/club,Central Stags,1.0,463106,DT Meiring,New Zealand,Central Districts|Central Districts A|Central Districts Second XI|Worcestershire 2nd XI,1986-04-23T00:00Z,0,3,https://www.espncricinfo.com/ci/content/player/463106.html
C_exact_unique_evidence_failed,,,820599e3,IA Robertson,6,0,6,2015-02-06 00:00:00,/club,Otago Volts,1.0,38377,IA Robertson,New Zealand,Canterbury|Canterbury Under-19s|New Zealand Under-19s,1982-11-09T00:00Z,0,33,https://www.espncricinfo.com/ci/content/player/38377.html
C_exact_unique_evidence_failed,,,ad4622c0,Bilal Ahmed,3,3,0,2015-01-30 00:00:00,international,Kuwait,1.0,1203883,Bilal Ahmed,Serbia,Serbia,1993-04-23T00:00Z,1,1,https://www.espncricinfo.com/ci/content/player/1203883.html
